Tyler Smith|21|4.7|2.8|0.4|0.5|0|0.42|0.286|0.667
Blake Wesley|22|4.8|1.3|2|0.5|0.2|0.452|0.278|0.553
Adem Bona|22|4.8|4.3|0.5|0.4|1.2|0.595|0.333|0.708
Jericho Sims|27|5|5.5|1.6|0.3|0.3|0.784|0|0.62
Jordan Hawkins|23|5.1|1.7|0.8|0.3|0.2|0.366|0.348|0.852
Ochai Agbaji|25|5.1|2.3|0.8|0.4|0.3|0.436|0.266|0.837
Sidy Cissoko|21|5.1|2.2|1.5|0.7|0.3|0.398|0.298|0.659
Johnny Furphy|21|5.1|4.4|1.2|0.6|0.2|0.47|0.324|0.486
Asa Newell|20|5.2|2.2|0.6|0.4|0.3|0.538|0.387|0.552
Marcus Sasser|25|5.2|1|2|0.5|0.1|0.39|0.415|0.833
Rayan Rupert|21|5.2|2.9|1.1|0.9|0.1|0.393|0.324|0.778
Nikola Topic|20|5.2|1.9|4.4|0.5|0|0.431|0.4|0.4
Jalen Pickett|26|5.2|2.3|2.3|0.3|0.1|0.422|0.386|0.789
Garrison Mathews|29|5.2|1.1|0.7|0.4|0.2|0.404|0.37|0.826
Andersson Garcia|25|5.2|8.4|2.8|1.6|0.8|0.31|0.077|0.778
Drew Eubanks|28|5.2|3|0.5|0.4|0.6|0.596|0.143|0.561
Trey Alexander|22|5.2|1.2|1|0.7|0.2|0.514|0.5|0.6
Jordan Walsh|21|5.4|4|0.8|0.7|0.5|0.509|0.384|0.772
Jamal Cain|26|5.4|2|0.7|0.3|0.1|0.487|0.384|0.848
Sion James|23|5.4|3.5|2|0.6|0.2|0.371|0.352|0.837
Pete Nance|25|5.4|2.7|1|0.3|0.3|0.515|0.42|0.364
Tyrese Proctor|21|5.4|1.3|1.5|0.5|0|0.413|0.351|0.889
Jett Howard|22|5.5|1.6|0.8|0.2|0.2|0.418|0.372|0.949
Aaron Holiday|29|5.5|1|1.1|0.5|0.1|0.417|0.394|0.854
Tre Mann|24|5.5|1.7|1.6|0.5|0.1|0.36|0.323|0.852
Spencer Jones|24|5.5|3.3|0.8|0.8|0.5|0.504|0.396|0.608
Eric Gordon|37|5.5|0.3|0.5|0.7|0.2|0.571|0.571|0.5
Killian Hayes|24|5.5|2.3|3.5|0.9|0.2|0.304|0.27|0.929
Baylor Scheierman|25|5.5|3.5|1.5|0.5|0.1|0.453|0.399|0.903
Terrence Shannon Jr.|25|5.6|1.1|0.9|0.3|0|0.45|0.408|0.8
Dru Smith|28|5.6|2.5|2.6|1.4|0.3|0.415|0.295|0.829
Guerschon Yabusele|30|5.6|3.5|0.9|0.4|0.2|0.401|0.352|0.75
E.J. Liddell|25|5.7|2.7|0.9|0.2|0.4|0.486|0.346|0.808
Karlo Matkovic|24|5.7|3.7|0.8|0.4|0.9|0.604|0.422|0.732
Doug McDermott|34|5.7|1.3|0.8|0.2|0.1|0.388|0.39|0.889
Yves Missi|21|5.7|5.8|1.3|0.3|1.5|0.544|0|0.559
Mitchell Robinson|27|5.7|8.8|0.9|0.9|1.2|0.723|0|0.408
Jamaree Bouyea|26|5.7|1.8|1.8|0.6|0.3|0.458|0.295|0.686
Nick Richards|28|5.8|5.1|0.3|0.2|0.7|0.512|0.278|0.644
Branden Carlson|26|5.8|3|0.7|0.2|0.6|0.527|0.36|0.577
Kobe Brown|26|5.8|3|1.3|0.4|0.2|0.469|0.374|0.797
Dean Wade|29|5.8|4.2|1.5|0.7|0.4|0.439|0.362|0.711
Matisse Thybulle|28|5.8|2|0.9|2|0.5|0.433|0.398|0.84
Kris Murray|25|5.8|3.6|1.4|0.9|0.4|0.467|0.279|0.684
Ryan Dunn|23|5.8|4.2|1.5|0.9|0.4|0.453|0.331|0.489
Anthony Gill|33|5.8|2.9|1.3|0.6|0.4|0.628|0.354|0.739
Nae'Qwan Tomlin|25|5.8|2.9|0.8|0.6|0.5|0.478|0.235|0.77
Steven Adams|32|5.8|8.6|1.5|0.7|0.6|0.504|0|0.58
Charles Bassey|25|5.8|4.4|0.5|0.3|0.8|0.66|0|0.7
Goga Bitadze|26|5.9|5|1.3|0.6|1|0.676|0.182|0.711
Gradey Dick|22|6|1.9|0.7|0.6|0.1|0.419|0.301|0.875
Tidjane Salaun|20|6|4|0.7|0.4|0.2|0.503|0.434|0.65
Hayden Gray|22|6|0|1|1|0|0.667|0|1
Justin Edwards|22|6|1.5|1.3|0.8|0.2|0.447|0.372|0.846
Mac McClung|27|6.1|0.9|0.9|1|0.3|0.39|0.233|0.778
Nick Smith Jr.|21|6.2|0.8|1|0.3|0.1|0.435|0.395|0.733
Thomas Bryant|28|6.2|3.4|0.6|0.3|0.4|0.506|0.359|0.803
Kyle Anderson|32|6.2|3.5|2.9|1|0.6|0.53|0.364|0.706
Kasparas Jakucionis|19|6.2|2.6|2.6|0.6|0.1|0.429|0.423|0.879
Jahmai Mashack|23|6.2|2.6|2.2|1.2|0.5|0.395|0.253|0.543
